,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,0
8077,37.0,unemployed,single,secondary,no,756.0,yes,no,unknown,2.0,jun,74.0,1.0,-1.0,0.0,unknown,0.0
8078,,,,,,,,,,,,,,,,,0.0
8079,38.0,management,single,tertiary,no,900.0,yes,no,unknown,2.0,jun,156.0,1.0,-1.0,0.0,unknown,0.0
8080,36.0,blue-collar,married,secondary,no,426.0,yes,no,unknown,2.0,jun,59.0,3.0,-1.0,0.0,unknown,0.0
8081,51.0,management,divorced,tertiary,no,6.0,no,no,unknown,2.0,jun,193.0,4.0,-1.0,0.0,unknown,0.0
8082,,,,,,,,,,,,,,,,,0.0
8083,,,,,,,,,,,,,,,,,0.0
8084,,,,,,,,,,,,,,,,,0.0
8085,31.0,entrepreneur,single,tertiary,no,247.0,yes,yes,unknown,2.0,jun,273.0,1.0,-1.0,0.0,unknown,0.0
8086,31.0,admin.,single,tertiary,no,7505.0,yes,yes,unknown,2.0,jun,258.0,1.0,-1.0,0.0,unknown,1.0
8087,31.0,blue-collar,single,secondary,no,4415.0,yes,no,unknown,2.0,jun,329.0,1.0,-1.0,0.0,unknown,0.0
8088,,,,,,,,,,,,,,,,,0.0
8089,33.0,management,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,223.0,1.0,-1.0,0.0,unknown,0.0
8090,31.0,management,single,tertiary,no,1475.0,yes,yes,unknown,2.0,jun,76.0,1.0,-1.0,0.0,unknown,0.0
8091,34.0,blue-collar,married,primary,no,-20.0,yes,no,unknown,2.0,jun,920.0,2.0,-1.0,0.0,unknown,0.0
8092,37.0,blue-collar,married,primary,no,3574.0,yes,no,unknown,2.0,jun,152.0,2.0,-1.0,0.0,unknown,0.0
8093,,,,,,,,,,,,,,,,,0.0
8094,,,,,,,,,,,,,,,,,0.0
8095,37.0,blue-collar,married,primary,no,1720.0,yes,no,unknown,2.0,jun,118.0,1.0,-1.0,0.0,unknown,1.0
8096,35.0,services,married,secondary,no,5029.0,yes,yes,unknown,2.0,jun,369.0,2.0,-1.0,0.0,unknown,0.0
8097,,,,,,,,,,,,,,,,,0.0
8098,33.0,blue-collar,married,primary,no,3868.0,yes,no,unknown,2.0,jun,445.0,1.0,-1.0,0.0,unknown,0.0
8099,,,,,,,,,,,,,,,,,1.0
8100,30.0,self-employed,single,tertiary,no,578.0,yes,no,unknown,2.0,jun,142.0,4.0,-1.0,0.0,unknown,0.0
8101,,,,,,,,,,,,,,,,,0.0
8102,,,,,,,,,,,,,,,,,0.0
8103,33.0,technician,single,secondary,no,77.0,yes,yes,unknown,2.0,jun,354.0,1.0,-1.0,0.0,unknown,0.0
8104,41.0,blue-collar,married,secondary,no,114.0,yes,no,unknown,2.0,jun,82.0,3.0,-1.0,0.0,unknown,1.0
8105,46.0,services,married,secondary,no,4780.0,yes,no,unknown,2.0,jun,105.0,3.0,-1.0,0.0,unknown,0.0
8106,34.0,management,single,tertiary,no,0.0,yes,no,unknown,2.0,jun,83.0,1.0,-1.0,0.0,unknown,0.0
8107,,,,,,,,,,,,,,,,,0.0
8108,,,,,,,,,,,,,,,,,1.0
8109,30.0,blue-collar,married,secondary,no,579.0,yes,yes,unknown,2.0,jun,381.0,2.0,-1.0,0.0,unknown,0.0
8110,,,,,,,,,,,,,,,,,0.0
8111,,,,,,,,,,,,,,,,,0.0
8112,,,,,,,,,,,,,,,,,0.0
8113,,,,,,,,,,,,,,,,,0.0
8114,31.0,technician,married,tertiary,no,15.0,no,no,unknown,2.0,jun,389.0,1.0,-1.0,0.0,unknown,0.0
8115,,,,,,,,,,,,,,,,,0.0
8116,37.0,blue-collar,married,secondary,no,489.0,yes,no,unknown,2.0,jun,24.0,1.0,-1.0,0.0,unknown,0.0
8117,,,,,,,,,,,,,,,,,0.0
8118,,,,,,,,,,,,,,,,,0.0
8119,,,,,,,,,,,,,,,,,0.0
8120,,,,,,,,,,,,,,,,,0.0
8121,,,,,,,,,,,,,,,,,0.0
8122,33.0,services,married,secondary,no,109.0,yes,no,unknown,2.0,jun,54.0,4.0,-1.0,0.0,unknown,0.0
8123,37.0,blue-collar,single,secondary,no,3561.0,yes,no,unknown,2.0,jun,98.0,1.0,-1.0,0.0,unknown,0.0
8124,,,,,,,,,,,,,,,,,0.0
8125,29.0,admin.,single,secondary,no,2768.0,yes,no,unknown,2.0,jun,121.0,4.0,-1.0,0.0,unknown,0.0
8126,42.0,blue-collar,married,secondary,no,-21.0,no,no,unknown,2.0,jun,377.0,1.0,-1.0,0.0,unknown,0.0
8127,,,,,,,,,,,,,,,,,0.0
8128,61.0,retired,married,primary,no,-156.0,yes,yes,unknown,2.0,jun,283.0,5.0,-1.0,0.0,unknown,0.0
8129,,,,,,,,,,,,,,,,,0.0
8130,,,,,,,,,,,,,,,,,0.0
8131,,,,,,,,,,,,,,,,,0.0
8132,,,,,,,,,,,,,,,,,0.0
8133,,,,,,,,,,,,,,,,,1.0
8134,34.0,self-employed,married,primary,no,712.0,yes,no,unknown,2.0,jun,326.0,3.0,-1.0,0.0,unknown,0.0
8135,,,,,,,,,,,,,,,,,0.0
8136,27.0,services,single,secondary,no,1.0,yes,yes,unknown,2.0,jun,162.0,3.0,-1.0,0.0,unknown,0.0
8137,,,,,,,,,,,,,,,,,0.0
8138,,,,,,,,,,,,,,,,,0.0
8139,,,,,,,,,,,,,,,,,0.0
8140,26.0,blue-collar,single,secondary,no,539.0,yes,no,unknown,2.0,jun,599.0,2.0,-1.0,0.0,unknown,0.0
8141,,,,,,,,,,,,,,,,,1.0
8142,33.0,blue-collar,single,secondary,no,213.0,yes,no,unknown,2.0,jun,163.0,2.0,-1.0,0.0,unknown,0.0
8143,,,,,,,,,,,,,,,,,0.0
8144,,,,,,,,,,,,,,,,,0.0
8145,30.0,student,single,unknown,no,809.0,no,no,unknown,2.0,jun,91.0,2.0,-1.0,0.0,unknown,0.0
8146,60.0,entrepreneur,married,secondary,no,2525.0,yes,no,unknown,2.0,jun,94.0,4.0,-1.0,0.0,unknown,0.0
8147,32.0,housemaid,married,tertiary,no,10.0,yes,no,unknown,2.0,jun,658.0,2.0,-1.0,0.0,unknown,0.0
8148,,,,,,,,,,,,,,,,,0.0
8149,40.0,blue-collar,married,primary,no,98.0,yes,no,unknown,2.0,jun,193.0,5.0,-1.0,0.0,unknown,0.0
8150,34.0,technician,single,secondary,no,399.0,yes,no,unknown,2.0,jun,493.0,3.0,-1.0,0.0,unknown,0.0
8151,31.0,admin.,married,secondary,no,-581.0,yes,no,unknown,2.0,jun,562.0,3.0,-1.0,0.0,unknown,0.0
8152,,,,,,,,,,,,,,,,,0.0
8153,52.0,admin.,married,secondary,no,101.0,yes,yes,unknown,2.0,jun,140.0,4.0,-1.0,0.0,unknown,0.0
8154,44.0,technician,married,secondary,no,0.0,no,no,unknown,2.0,jun,302.0,1.0,-1.0,0.0,unknown,0.0
8155,39.0,management,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,46.0,2.0,-1.0,0.0,unknown,1.0
8156,34.0,admin.,married,secondary,no,287.0,yes,no,unknown,2.0,jun,149.0,8.0,-1.0,0.0,unknown,0.0
8157,50.0,technician,married,secondary,no,669.0,yes,no,unknown,2.0,jun,88.0,1.0,-1.0,0.0,unknown,0.0
8158,26.0,services,single,secondary,no,1050.0,yes,no,unknown,2.0,jun,118.0,3.0,-1.0,0.0,unknown,0.0
8159,35.0,technician,married,secondary,no,1707.0,yes,no,unknown,2.0,jun,426.0,3.0,-1.0,0.0,unknown,0.0
8160,35.0,management,married,tertiary,no,867.0,yes,no,unknown,2.0,jun,230.0,3.0,-1.0,0.0,unknown,1.0
8161,,,,,,,,,,,,,,,,,0.0
8162,,,,,,,,,,,,,,,,,0.0
8163,,,,,,,,,,,,,,,,,0.0
8164,40.0,management,married,tertiary,no,1734.0,yes,no,unknown,2.0,jun,169.0,1.0,-1.0,0.0,unknown,0.0
8165,,,,,,,,,,,,,,,,,0.0
8166,25.0,services,single,secondary,no,229.0,yes,no,unknown,2.0,jun,214.0,2.0,-1.0,0.0,unknown,0.0
8167,30.0,blue-collar,single,secondary,no,99.0,yes,no,unknown,2.0,jun,572.0,4.0,-1.0,0.0,unknown,0.0
8168,,,,,,,,,,,,,,,,,0.0
8169,,,,,,,,,,,,,,,,,0.0
8170,,,,,,,,,,,,,,,,,1.0
8171,50.0,technician,married,secondary,no,0.0,yes,no,unknown,2.0,jun,171.0,2.0,-1.0,0.0,unknown,1.0
8172,,,,,,,,,,,,,,,,,0.0
8173,34.0,unemployed,divorced,tertiary,yes,75.0,yes,no,unknown,2.0,jun,31.0,3.0,-1.0,0.0,unknown,0.0
8174,30.0,technician,single,tertiary,no,-111.0,no,no,unknown,2.0,jun,266.0,2.0,-1.0,0.0,unknown,1.0
8175,,,,,,,,,,,,,,,,,0.0
8176,,,,,,,,,,,,,,,,,0.0
8177,37.0,services,married,secondary,no,580.0,yes,no,unknown,2.0,jun,469.0,2.0,-1.0,0.0,unknown,0.0
8178,54.0,blue-collar,divorced,primary,no,2227.0,yes,no,unknown,2.0,jun,45.0,3.0,-1.0,0.0,unknown,0.0
8179,35.0,blue-collar,married,secondary,no,4731.0,yes,no,unknown,2.0,jun,249.0,2.0,-1.0,0.0,unknown,0.0
8180,36.0,technician,divorced,secondary,no,-435.0,yes,no,unknown,2.0,jun,85.0,8.0,-1.0,0.0,unknown,0.0
8181,26.0,technician,married,secondary,no,351.0,yes,no,unknown,2.0,jun,758.0,3.0,-1.0,0.0,unknown,0.0
8182,34.0,blue-collar,married,secondary,no,8558.0,yes,no,unknown,2.0,jun,466.0,2.0,-1.0,0.0,unknown,1.0
8183,43.0,admin.,married,secondary,no,6220.0,yes,no,unknown,2.0,jun,200.0,2.0,-1.0,0.0,unknown,0.0
8184,52.0,management,married,tertiary,no,19797.0,yes,no,unknown,2.0,jun,966.0,3.0,-1.0,0.0,unknown,0.0
8185,,,,,,,,,,,,,,,,,0.0
8186,30.0,blue-collar,single,secondary,no,953.0,yes,no,unknown,2.0,jun,747.0,2.0,-1.0,0.0,unknown,0.0
8187,41.0,blue-collar,married,secondary,no,795.0,yes,no,unknown,2.0,jun,147.0,1.0,-1.0,0.0,unknown,0.0
8188,34.0,technician,single,secondary,yes,264.0,no,no,unknown,2.0,jun,131.0,2.0,-1.0,0.0,unknown,0.0
8189,43.0,blue-collar,single,primary,no,-234.0,yes,yes,unknown,2.0,jun,541.0,1.0,-1.0,0.0,unknown,0.0
8190,29.0,blue-collar,single,secondary,no,80.0,yes,yes,unknown,2.0,jun,281.0,4.0,-1.0,0.0,unknown,0.0
8191,47.0,management,divorced,secondary,no,1208.0,yes,no,unknown,2.0,jun,339.0,7.0,-1.0,0.0,unknown,0.0
8192,,,,,,,,,,,,,,,,,0.0
8193,39.0,blue-collar,married,primary,no,2715.0,yes,no,unknown,2.0,jun,201.0,3.0,-1.0,0.0,unknown,1.0
8194,,,,,,,,,,,,,,,,,0.0
8195,,,,,,,,,,,,,,,,,0.0
8196,57.0,retired,married,secondary,no,12917.0,yes,no,unknown,2.0,jun,91.0,3.0,-1.0,0.0,unknown,0.0
8197,50.0,management,divorced,tertiary,no,5164.0,yes,no,unknown,2.0,jun,146.0,4.0,-1.0,0.0,unknown,0.0
8198,34.0,blue-collar,divorced,secondary,no,1780.0,yes,no,unknown,2.0,jun,187.0,9.0,-1.0,0.0,unknown,0.0
8199,34.0,services,single,secondary,no,-96.0,yes,no,unknown,2.0,jun,269.0,3.0,-1.0,0.0,unknown,0.0
8200,,,,,,,,,,,,,,,,,0.0
8201,38.0,management,married,tertiary,no,-239.0,yes,no,unknown,2.0,jun,221.0,2.0,-1.0,0.0,unknown,0.0
8202,32.0,technician,married,secondary,no,381.0,yes,no,unknown,2.0,jun,347.0,2.0,-1.0,0.0,unknown,1.0
8203,53.0,retired,married,secondary,no,-686.0,no,yes,unknown,2.0,jun,255.0,3.0,-1.0,0.0,unknown,0.0
8204,46.0,admin.,single,secondary,no,13.0,no,no,unknown,2.0,jun,71.0,4.0,-1.0,0.0,unknown,0.0
8205,,,,,,,,,,,,,,,,,0.0
8206,,,,,,,,,,,,,,,,,0.0
8207,49.0,blue-collar,married,primary,no,1032.0,yes,no,unknown,2.0,jun,41.0,5.0,-1.0,0.0,unknown,0.0
8208,,,,,,,,,,,,,,,,,0.0
8209,,,,,,,,,,,,,,,,,1.0
8210,,,,,,,,,,,,,,,,,0.0
8211,47.0,management,married,tertiary,no,60.0,no,no,unknown,2.0,jun,282.0,7.0,-1.0,0.0,unknown,0.0
8212,45.0,blue-collar,divorced,primary,no,6.0,yes,no,unknown,2.0,jun,159.0,6.0,-1.0,0.0,unknown,0.0
8213,,,,,,,,,,,,,,,,,0.0
8214,41.0,technician,single,secondary,no,1680.0,yes,no,unknown,2.0,jun,76.0,2.0,-1.0,0.0,unknown,0.0
8215,46.0,technician,married,secondary,no,-59.0,yes,yes,unknown,2.0,jun,117.0,2.0,-1.0,0.0,unknown,0.0
8216,48.0,entrepreneur,married,secondary,no,2247.0,yes,no,unknown,2.0,jun,60.0,9.0,-1.0,0.0,unknown,0.0
8217,40.0,admin.,single,secondary,no,90.0,yes,no,unknown,2.0,jun,252.0,4.0,-1.0,0.0,unknown,0.0
8218,42.0,technician,single,secondary,yes,-1129.0,yes,no,unknown,2.0,jun,555.0,5.0,-1.0,0.0,unknown,1.0
8219,35.0,blue-collar,married,secondary,no,1949.0,yes,no,unknown,2.0,jun,200.0,3.0,-1.0,0.0,unknown,1.0
8220,,,,,,,,,,,,,,,,,0.0
8221,41.0,technician,married,secondary,no,0.0,no,no,unknown,2.0,jun,157.0,3.0,-1.0,0.0,unknown,0.0
8222,,,,,,,,,,,,,,,,,0.0
8223,35.0,services,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,312.0,2.0,-1.0,0.0,unknown,0.0
8224,45.0,services,married,secondary,no,75.0,yes,yes,unknown,2.0,jun,222.0,2.0,-1.0,0.0,unknown,0.0
8225,,,,,,,,,,,,,,,,,0.0
8226,,,,,,,,,,,,,,,,,0.0
8227,45.0,self-employed,married,secondary,no,976.0,yes,no,unknown,2.0,jun,176.0,4.0,-1.0,0.0,unknown,0.0
8228,,,,,,,,,,,,,,,,,0.0
8229,,,,,,,,,,,,,,,,,0.0
8230,,,,,,,,,,,,,,,,,0.0
8231,40.0,services,divorced,primary,no,1937.0,yes,no,unknown,2.0,jun,86.0,1.0,-1.0,0.0,unknown,0.0
8232,,,,,,,,,,,,,,,,,0.0
8233,44.0,blue-collar,married,primary,no,417.0,yes,no,unknown,2.0,jun,322.0,5.0,-1.0,0.0,unknown,1.0
8234,,,,,,,,,,,,,,,,,1.0
8235,35.0,blue-collar,married,secondary,no,98.0,yes,no,unknown,2.0,jun,136.0,1.0,-1.0,0.0,unknown,0.0
8236,,,,,,,,,,,,,,,,,0.0
8237,35.0,blue-collar,married,primary,no,456.0,yes,no,unknown,2.0,jun,71.0,1.0,-1.0,0.0,unknown,0.0
8238,38.0,admin.,married,primary,no,0.0,yes,no,unknown,2.0,jun,29.0,32.0,-1.0,0.0,unknown,0.0
8239,,,,,,,,,,,,,,,,,0.0
8240,,,,,,,,,,,,,,,,,0.0
8241,,,,,,,,,,,,,,,,,0.0
8242,,,,,,,,,,,,,,,,,0.0
8243,33.0,services,single,secondary,no,245.0,yes,no,unknown,2.0,jun,140.0,3.0,-1.0,0.0,unknown,0.0
8244,,,,,,,,,,,,,,,,,0.0
8245,28.0,services,married,secondary,no,3019.0,no,no,unknown,2.0,jun,303.0,2.0,-1.0,0.0,unknown,0.0
8246,38.0,blue-collar,married,primary,no,-537.0,yes,no,unknown,2.0,jun,171.0,1.0,-1.0,0.0,unknown,0.0
8247,44.0,blue-collar,divorced,primary,yes,-119.0,yes,no,unknown,2.0,jun,132.0,5.0,-1.0,0.0,unknown,0.0
8248,,,,,,,,,,,,,,,,,0.0
8249,53.0,management,married,tertiary,no,6525.0,yes,no,unknown,2.0,jun,73.0,3.0,-1.0,0.0,unknown,0.0
8250,30.0,blue-collar,married,secondary,no,171.0,yes,no,unknown,2.0,jun,230.0,4.0,-1.0,0.0,unknown,0.0
8251,,,,,,,,,,,,,,,,,0.0
8252,,,,,,,,,,,,,,,,,0.0
8253,48.0,unemployed,married,primary,no,1849.0,yes,no,unknown,2.0,jun,345.0,3.0,-1.0,0.0,unknown,0.0
8254,58.0,retired,married,tertiary,no,2084.0,yes,no,unknown,2.0,jun,75.0,5.0,-1.0,0.0,unknown,0.0
8255,33.0,admin.,married,secondary,no,471.0,yes,no,unknown,2.0,jun,214.0,2.0,-1.0,0.0,unknown,1.0
8256,,,,,,,,,,,,,,,,,0.0
8257,,,,,,,,,,,,,,,,,0.0
8258,45.0,blue-collar,married,primary,no,816.0,yes,no,unknown,2.0,jun,80.0,3.0,-1.0,0.0,unknown,1.0
8259,,,,,,,,,,,,,,,,,1.0
8260,,,,,,,,,,,,,,,,,0.0
8261,46.0,technician,divorced,secondary,no,-205.0,yes,no,unknown,2.0,jun,126.0,1.0,-1.0,0.0,unknown,0.0
8262,,,,,,,,,,,,,,,,,0.0
8263,,,,,,,,,,,,,,,,,0.0
8264,,,,,,,,,,,,,,,,,0.0
8265,36.0,blue-collar,married,secondary,no,63.0,yes,no,unknown,2.0,jun,56.0,8.0,-1.0,0.0,unknown,0.0
8266,33.0,admin.,single,secondary,no,0.0,yes,no,unknown,2.0,jun,32.0,2.0,-1.0,0.0,unknown,0.0
8267,32.0,blue-collar,married,primary,no,415.0,yes,no,unknown,2.0,jun,777.0,4.0,-1.0,0.0,unknown,0.0
8268,35.0,blue-collar,married,secondary,no,53.0,yes,no,unknown,2.0,jun,826.0,4.0,-1.0,0.0,unknown,1.0
8269,,,,,,,,,,,,,,,,,0.0
8270,,,,,,,,,,,,,,,,,0.0
8271,,,,,,,,,,,,,,,,,0.0
8272,,,,,,,,,,,,,,,,,1.0
8273,,,,,,,,,,,,,,,,,0.0
8274,,,,,,,,,,,,,,,,,0.0
8275,30.0,blue-collar,married,secondary,no,194.0,yes,no,unknown,2.0,jun,178.0,1.0,-1.0,0.0,unknown,0.0
8276,31.0,blue-collar,married,primary,no,2198.0,no,no,unknown,2.0,jun,532.0,2.0,-1.0,0.0,unknown,0.0
8277,,,,,,,,,,,,,,,,,0.0
8278,41.0,blue-collar,married,primary,no,1905.0,yes,no,unknown,2.0,jun,164.0,4.0,-1.0,0.0,unknown,0.0
8279,,,,,,,,,,,,,,,,,0.0
8280,40.0,blue-collar,married,primary,no,2635.0,yes,no,unknown,2.0,jun,20.0,21.0,-1.0,0.0,unknown,0.0
8281,49.0,services,married,secondary,no,180.0,yes,yes,unknown,2.0,jun,392.0,3.0,-1.0,0.0,unknown,1.0
8282,,,,,,,,,,,,,,,,,1.0
8283,32.0,blue-collar,married,primary,no,2.0,yes,no,unknown,2.0,jun,18.0,1.0,-1.0,0.0,unknown,0.0
8284,58.0,technician,married,secondary,no,2073.0,no,no,unknown,2.0,jun,393.0,3.0,-1.0,0.0,unknown,1.0
8285,,,,,,,,,,,,,,,,,0.0
8286,,,,,,,,,,,,,,,,,1.0
8287,,,,,,,,,,,,,,,,,0.0
8288,36.0,blue-collar,married,secondary,yes,-2.0,no,no,unknown,2.0,jun,316.0,1.0,-1.0,0.0,unknown,0.0
8289,42.0,blue-collar,married,secondary,no,4.0,yes,yes,unknown,2.0,jun,229.0,8.0,-1.0,0.0,unknown,0.0
8290,27.0,technician,single,secondary,no,1.0,yes,no,unknown,2.0,jun,261.0,8.0,-1.0,0.0,unknown,0.0
8291,35.0,management,married,tertiary,no,2387.0,yes,yes,unknown,2.0,jun,289.0,2.0,-1.0,0.0,unknown,0.0
8292,38.0,blue-collar,married,primary,no,1495.0,yes,no,unknown,2.0,jun,74.0,3.0,-1.0,0.0,unknown,0.0
8293,31.0,admin.,single,tertiary,no,-218.0,yes,no,unknown,2.0,jun,227.0,15.0,-1.0,0.0,unknown,0.0
8294,,,,,,,,,,,,,,,,,0.0
8295,30.0,unemployed,single,secondary,no,500.0,yes,no,unknown,2.0,jun,178.0,2.0,-1.0,0.0,unknown,0.0
8296,,,,,,,,,,,,,,,,,0.0
8297,,,,,,,,,,,,,,,,,0.0
8298,51.0,blue-collar,married,unknown,no,0.0,no,no,unknown,2.0,jun,61.0,7.0,-1.0,0.0,unknown,0.0
8299,47.0,admin.,married,primary,no,68.0,yes,no,unknown,2.0,jun,754.0,2.0,-1.0,0.0,unknown,0.0
8300,36.0,management,divorced,tertiary,no,5195.0,yes,no,unknown,2.0,jun,55.0,25.0,-1.0,0.0,unknown,1.0
8301,,,,,,,,,,,,,,,,,1.0
8302,,,,,,,,,,,,,,,,,1.0
8303,40.0,entrepreneur,divorced,unknown,no,2418.0,yes,yes,unknown,2.0,jun,181.0,16.0,-1.0,0.0,unknown,0.0
8304,33.0,admin.,divorced,primary,no,1416.0,yes,no,unknown,2.0,jun,239.0,4.0,-1.0,0.0,unknown,1.0
8305,,,,,,,,,,,,,,,,,0.0
8306,,,,,,,,,,,,,,,,,0.0
8307,28.0,admin.,single,tertiary,no,1540.0,yes,no,unknown,2.0,jun,442.0,11.0,-1.0,0.0,unknown,0.0
8308,36.0,management,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,1576.0,3.0,-1.0,0.0,unknown,0.0
8309,41.0,admin.,married,secondary,no,-18.0,yes,yes,unknown,2.0,jun,83.0,6.0,-1.0,0.0,unknown,0.0
8310,41.0,admin.,divorced,secondary,no,-106.0,yes,no,unknown,2.0,jun,134.0,3.0,-1.0,0.0,unknown,0.0
8311,43.0,management,divorced,tertiary,no,1.0,yes,yes,unknown,2.0,jun,28.0,8.0,-1.0,0.0,unknown,1.0
8312,59.0,blue-collar,married,secondary,no,104.0,yes,no,unknown,2.0,jun,92.0,5.0,-1.0,0.0,unknown,1.0
8313,43.0,management,married,unknown,no,498.0,yes,no,unknown,2.0,jun,73.0,5.0,-1.0,0.0,unknown,0.0
8314,,,,,,,,,,,,,,,,,0.0
8315,50.0,blue-collar,married,primary,no,33.0,yes,no,unknown,2.0,jun,134.0,8.0,-1.0,0.0,unknown,0.0
8316,58.0,admin.,married,secondary,no,3496.0,yes,no,unknown,2.0,jun,111.0,4.0,-1.0,0.0,unknown,0.0
8317,39.0,blue-collar,married,primary,no,592.0,yes,no,unknown,2.0,jun,222.0,2.0,-1.0,0.0,unknown,1.0
8318,55.0,unemployed,married,secondary,yes,1108.0,yes,yes,unknown,2.0,jun,75.0,4.0,-1.0,0.0,unknown,0.0
8319,44.0,blue-collar,single,secondary,no,-292.0,yes,no,unknown,2.0,jun,179.0,7.0,-1.0,0.0,unknown,1.0
8320,,,,,,,,,,,,,,,,,0.0
8321,48.0,blue-collar,married,primary,no,235.0,yes,no,unknown,2.0,jun,58.0,4.0,-1.0,0.0,unknown,0.0
8322,,,,,,,,,,,,,,,,,0.0
8323,31.0,admin.,single,secondary,no,2398.0,yes,no,unknown,2.0,jun,16.0,13.0,-1.0,0.0,unknown,0.0
8324,33.0,technician,single,tertiary,no,5234.0,no,no,unknown,2.0,jun,213.0,3.0,-1.0,0.0,unknown,0.0
8325,,,,,,,,,,,,,,,,,1.0
8326,33.0,student,single,tertiary,no,3404.0,yes,no,unknown,2.0,jun,312.0,3.0,-1.0,0.0,unknown,0.0
8327,23.0,blue-collar,single,secondary,no,27.0,yes,no,unknown,2.0,jun,280.0,2.0,-1.0,0.0,unknown,0.0
8328,33.0,blue-collar,single,secondary,no,6285.0,yes,no,unknown,2.0,jun,689.0,3.0,-1.0,0.0,unknown,0.0
8329,49.0,blue-collar,married,primary,no,355.0,yes,no,unknown,2.0,jun,253.0,7.0,-1.0,0.0,unknown,0.0
8330,,,,,,,,,,,,,,,,,0.0
8331,,,,,,,,,,,,,,,,,0.0
8332,,,,,,,,,,,,,,,,,0.0
8333,,,,,,,,,,,,,,,,,0.0
8334,38.0,blue-collar,married,primary,no,-854.0,yes,no,unknown,2.0,jun,194.0,4.0,-1.0,0.0,unknown,1.0
8335,,,,,,,,,,,,,,,,,0.0
8336,29.0,management,married,secondary,no,0.0,yes,no,unknown,2.0,jun,85.0,4.0,-1.0,0.0,unknown,0.0
8337,31.0,blue-collar,single,secondary,yes,-575.0,yes,no,unknown,2.0,jun,153.0,9.0,-1.0,0.0,unknown,1.0
8338,,,,,,,,,,,,,,,,,1.0
8339,42.0,admin.,married,secondary,no,6445.0,yes,no,unknown,2.0,jun,20.0,8.0,-1.0,0.0,unknown,0.0
8340,40.0,unemployed,married,secondary,no,1960.0,yes,no,unknown,2.0,jun,605.0,6.0,-1.0,0.0,unknown,0.0
8341,,,,,,,,,,,,,,,,,0.0
8342,,,,,,,,,,,,,,,,,1.0
8343,28.0,blue-collar,single,secondary,no,5149.0,yes,no,unknown,2.0,jun,232.0,3.0,-1.0,0.0,unknown,0.0
8344,,,,,,,,,,,,,,,,,0.0
8345,,,,,,,,,,,,,,,,,0.0
8346,,,,,,,,,,,,,,,,,0.0
8347,35.0,management,married,tertiary,no,2529.0,yes,no,unknown,3.0,jun,104.0,7.0,-1.0,0.0,unknown,0.0
8348,,,,,,,,,,,,,,,,,1.0
8349,,,,,,,,,,,,,,,,,0.0
8350,,,,,,,,,,,,,,,,,0.0
8351,,,,,,,,,,,,,,,,,0.0
8352,31.0,technician,single,secondary,no,674.0,yes,yes,unknown,3.0,jun,150.0,3.0,-1.0,0.0,unknown,0.0
8353,,,,,,,,,,,,,,,,,0.0
8354,46.0,services,married,primary,no,43.0,yes,no,unknown,3.0,jun,86.0,5.0,-1.0,0.0,unknown,0.0
8355,30.0,entrepreneur,single,secondary,no,265.0,yes,yes,unknown,3.0,jun,67.0,10.0,-1.0,0.0,unknown,0.0
8356,45.0,admin.,divorced,secondary,no,-121.0,yes,no,unknown,3.0,jun,197.0,5.0,-1.0,0.0,unknown,0.0
8357,,,,,,,,,,,,,,,,,0.0
8358,54.0,admin.,single,secondary,no,2423.0,no,no,unknown,3.0,jun,75.0,4.0,-1.0,0.0,unknown,0.0
8359,51.0,technician,married,secondary,no,1186.0,yes,no,unknown,3.0,jun,450.0,3.0,-1.0,0.0,unknown,0.0
8360,31.0,admin.,married,secondary,no,7634.0,yes,yes,unknown,3.0,jun,216.0,1.0,-1.0,0.0,unknown,0.0
8361,36.0,management,single,tertiary,no,0.0,yes,no,unknown,3.0,jun,174.0,1.0,-1.0,0.0,unknown,0.0
8362,31.0,blue-collar,married,secondary,no,-446.0,no,no,unknown,3.0,jun,180.0,1.0,-1.0,0.0,unknown,0.0
8363,39.0,blue-collar,single,secondary,no,277.0,yes,no,unknown,3.0,jun,20.0,8.0,-1.0,0.0,unknown,0.0
8364,38.0,blue-collar,married,secondary,no,648.0,yes,no,unknown,3.0,jun,179.0,1.0,-1.0,0.0,unknown,1.0
8365,49.0,admin.,single,secondary,no,-1193.0,yes,yes,unknown,3.0,jun,73.0,1.0,-1.0,0.0,unknown,0.0
8366,,,,,,,,,,,,,,,,,0.0
8367,28.0,services,married,secondary,no,468.0,yes,yes,unknown,3.0,jun,222.0,1.0,-1.0,0.0,unknown,0.0
8368,,,,,,,,,,,,,,,,,0.0
8369,55.0,services,married,secondary,no,1695.0,yes,no,unknown,3.0,jun,69.0,2.0,-1.0,0.0,unknown,0.0
8370,,,,,,,,,,,,,,,,,0.0
8371,52.0,blue-collar,divorced,primary,no,196.0,yes,yes,unknown,3.0,jun,63.0,1.0,-1.0,0.0,unknown,1.0
8372,35.0,technician,single,tertiary,no,914.0,no,no,unknown,3.0,jun,166.0,1.0,-1.0,0.0,unknown,0.0
8373,41.0,admin.,single,secondary,no,734.0,yes,no,unknown,3.0,jun,332.0,3.0,-1.0,0.0,unknown,0.0
